咪咕爱看,#genre#
1044号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229043/index.m3u8
1047号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229046/index.m3u8
1050号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229049/index.m3u8
1053号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229052/index.m3u8
1056号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229055/index.m3u8
1059号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229058/index.m3u8
1062号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229061/index.m3u8
1065号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229064/index.m3u8
1068号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229067/index.m3u8
1069号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229068/index.m3u8
1072号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229071/index.m3u8
1075号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229074/index.m3u8
1078号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229077/index.m3u8
1080号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229079/index.m3u8
1083号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229082/index.m3u8
1084号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229083/index.m3u8
1086号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229085/index.m3u8
1087号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229086/index.m3u8
1089号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229088/index.m3u8
1090号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229089/index.m3u8
1093号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229092/index.m3u8
1092号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229091/index.m3u8
1096号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229095/index.m3u8
1099号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229098/index.m3u8
1098号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229097/index.m3u8
1101号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229100/index.m3u8
1104号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229103/index.m3u8
1105号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229104/index.m3u8
1102号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229101/index.m3u8
1108号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229107/index.m3u8
1110号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229109/index.m3u8
1111号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229110/index.m3u8
1113号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229112/index.m3u8
1114号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229113/index.m3u8
1117号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229116/index.m3u8
1185号[852*639],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229184/index.m3u8
1284号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229283/index.m3u8
1296号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229295/index.m3u8
1297号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229296/index.m3u8
1299号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229298/index.m3u8
1302号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229301/index.m3u8
1305号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229304/index.m3u8
1308号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
1342号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229341/index.m3u8
1344号[720*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229343/index.m3u8
1345号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229344/index.m3u8
1348号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229347/index.m3u8
1351号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229350/index.m3u8
1354号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229353/index.m3u8
1360号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229359/index.m3u8
1357号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229356/index.m3u8
1363号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229362/index.m3u8
1366号[768*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229365/index.m3u8
1369号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229368/index.m3u8
1372号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229371/index.m3u8
1375号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229374/index.m3u8
1378号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
1420号[720*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229419/index.m3u8
1589号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229588/index.m3u8
1639号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229638/index.m3u8
1684号[3840*2160],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229683/index.m3u8
1814号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229813/index.m3u8
1817号[852*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229816/index.m3u8
1820号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229819/index.m3u8
1822号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229821/index.m3u8
1823号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229822/index.m3u8
1826号[853*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229825/index.m3u8
1829号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229828/index.m3u8
1828号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229827/index.m3u8
1832号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229831/index.m3u8
1831号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229830/index.m3u8
1834号[852*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229833/index.m3u8
1837号[1280*720],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229836/index.m3u8
1846号[859*480],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229845/index.m3u8
1849号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229848/index.m3u8
1865号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229864/index.m3u8
1868号[785*576],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229867/index.m3u8
1981号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229980/index.m3u8
1982号[3840*2160],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229981/index.m3u8
1985号[2160*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229984/index.m3u8
1987号[3840*1920],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229986/index.m3u8
1990号[3840*2160],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229989/index.m3u8
1996号[1920*1080],http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229995/index.m3u8

南京移动,#genre#
新闻综合,http://183.207.255.188/live/program/live/xwzhhd/4000000/mnf.m3u8
欢笑剧场,http://183.207.255.188/live/program/live/hxjchd/4000000/mnf.m3u8
东方电影,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
纪实频道,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8
都市频道,http://183.207.255.188/live/program/live/ylpdhd/4000000/mnf.m3u8
外语频道,http://183.207.255.188/live/program/live/wypdhd/4000000/mnf.m3u8
第一财经,http://183.207.255.188/live/program/live/dycjhd/4000000/mnf.m3u8
五星体育,http://183.207.255.188/live/program/live/ssty/4000000/mnf.m3u8
劲爆体育,http://183.207.255.188/live/program/live/jbtyhd/4000000/mnf.m3u8
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8
全纪实,http://183.207.255.188/live/program/live/qjshd/4000000/mnf.m3u8
极速汽车,http://183.207.255.188/live/program/live/jsqchd/4000000/mnf.m3u8
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
都市剧场http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
足球魅力,http://183.207.255.188/live/program/live/mlyyhd/4000000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
东方财经浦东,http://183.207.255.188/live/program/live/dfcj/1300000/mnf.m3u8
法治天地,http://183.207.255.188/live/program/live/fztd/1300000/mnf.m3u8
七彩戏剧,http://183.207.255.188/live/program/live/qcxj/1300000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
艺术人文,http://183.207.255.188/live/program/live/ysrw/1300000/mnf.m3u8
哈哈炫动,http://183.207.255.188/live/program/live/xdkt/1300000/mnf.m3u8
CCTV1,http://183.207.255.188/live/program/live/cctv1hd/4000000/mnf.m3u8
CCTV2,http://183.207.255.188/live/program/live/cctv2/1300000/mnf.m3u8
CCTV3,http://183.207.255.188/live/program/live/cctv3hd/4000000/mnf.m3u8
CCTV4,http://183.207.255.188/live/program/live/cctv4/1300000/mnf.m3u8
CCTV5,http://183.207.255.188/live/program/live/cctv5hd/4000000/mnf.m3u8
CCTV5+,http://183.207.255.188/live/program/live/cctv5phd/4000000/mnf.m3u8
CCTV6,http://183.207.255.188/live/program/live/cctv6hd/4000000/mnf.m3u8
CCTV7,http://183.207.255.188/live/program/live/cctv7/1300000/mnf.m3u8
CCTV8,http://183.207.255.188/live/program/live/cctv8hd/4000000/mnf.m3u8
CCTV10,http://183.207.255.188/live/program/live/cctv10hd/4000000/mnf.m3u8
CCTV11,http://183.207.255.188/live/program/live/cctv11/1300000/mnf.m3u8
CCTV12,http://183.207.255.188/live/program/live/cctv12/1300000/mnf.m3u8
CCTV14,http://183.207.255.188/live/program/live/cctvsehd/4000000/mnf.m3u8
CCTV13,http://183.207.255.188/live/program/live/cctvxw/1300000/mnf.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/4000000/mnf.m3u8
山东卫视,http://183.207.255.188/live/program/live/sdwshd/4000000/mnf.m3u8
北京卫视,http://183.207.255.188/live/program/live/bjwshd/4000000/mnf.m3u8
浙江卫视,http://183.207.255.188/live/program/live/zjwshd/4000000/mnf.m3u8
湖南卫视,http://183.207.255.188/live/program/live/hnwshd/4000000/mnf.m3u8
湖北卫视,http://183.207.255.188/live/program/live/hbwshd/4000000/mnf.m3u8
江西卫视http://183.207.255.188/live/program/live/jxwshd/4000000/mnf.m3u8
东南卫视http://183.207.255.188/live/program/live/dnwshd/4000000/mnf.m3u8
黑龙江卫视http://183.207.255.188/live/program/live/hljwshd/4000000/mnf.m3u8
深圳卫视http://183.207.255.188/live/program/live/szwshd/4000000/mnf.m3u8
广东卫视http://183.207.255.188/live/program/live/gdwshd/4000000/mnf.m3u8
东方卫视http://183.207.255.188/live/program/live/hddfws/4000000/mnf.m3u8
江苏卫视http://183.207.255.188/live/program/live/jswshd/4000000/mnf.m3u8
天津卫视http://183.207.255.188/live/program/live/tjwshd/4000000/mnf.m3u8
辽宁卫视http://183.207.255.188/live/program/live/lnwshd/4000000/mnf.m3u8
安徽卫视http://183.207.255.188/live/program/live/ahwshd/4000000/mnf.m3u8
河北卫视http://183.207.255.188/live/program/live/hbws/1300000/mnf.m3u8
陕西卫视http://183.207.255.188/live/program/live/sxws/1300000/mnf.m3u8
广西卫视http://183.207.255.188/live/program/live/gxws/1300000/mnf.m3u8
兵团卫视http://183.207.255.188/live/program/live/btws/1300000/mnf.m3u8
吉林卫视http://183.207.255.188/live/program/live/jlws/1300000/mnf.m3u8
厦门卫视,http://183.207.255.188/live/program/live/xmws/1300000/mnf.m3u8
甘肃卫视,http://183.207.255.188/live/program/live/gsws/1300000/mnf.m3u8
贵州卫视,http://183.207.255.188/live/program/live/gzws/1300000/mnf.m3u8
河南卫视,http://183.207.255.188/live/program/live/hnws/1300000/mnf.m3u8
海南卫视,http://183.207.255.188/live/program/live/lyws/1300000/mnf.m3u8
宁夏卫视,http://183.207.255.188/live/program/live/nxws/1300000/mnf.m3u8
青海卫视,http://183.207.255.188/live/program/live/qhws/1300000/mnf.m3u8
山西卫视,http://183.207.255.188/live/program/live/shanxiws/1300000/mnf.m3u8
四川卫视,http://183.207.255.188/live/program/live/scws/1300000/mnf.m3u8
新疆卫视,http://183.207.255.188/live/program/live/xjws/1300000/mnf.m3u8
云南卫视,http://183.207.255.188/live/program/live/ynws/1300000/mnf.m3u8
重庆卫视,http://183.207.255.188/live/program/live/cqws/1300000/mnf.m3u8
内蒙古卫视,http://183.207.255.188/live/program/live/nmgws/1300000/mnf.m3u8
金鹰卡通,http://183.207.255.188/live/program/live/jykt/1300000/mnf.m3u8
嘉佳卡通,http://183.207.255.188/live/program/live/jjkt/1300000/mnf.m3u8


NEW,#genre#
凤凰资讯,http://tkbunj246.nian.gfzyw.cn/dl/ifeng.php?id=zxhd
凤凰中文,http://tkbunj246.nian.gfzyw.cn/dl/ifeng.php?id=zwhd
凤凰中文,http://221.179.217.70/PLTV/88888888/224/3221225942/1.m3u8
凤凰资讯,http://117.169.120.160:8080/live/fhzixun/1.m3u8
内蒙古卫视,http://live.m2oplus.nmtv.cn/1/sd/live.m3u8
内蒙古农牧,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙古新闻综合,http://live4.m2oplus.nmtv.cn/7/sd/live.m3u8
内蒙古文体娱乐,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8





CCTV,#genre#
CCTV-1  综合,http://101.71.255.229:6610/zjhs/2/10078/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-2  经济,http://101.71.255.229:6610/zjhs/2/10063/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-3  综艺,http://101.71.255.229:6610/zjhs/2/10068/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IPTV-相声小品,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225926/10000100000000060000000000218847_0.smil
IPTV-3+,rtsp://27.195.129.60:554/PLTV/88888888/224/3221226067/10000100000000060000000000323315_0.smil
CCTV-4  国际,http://101.71.255.229:6610/zjhs/2/10074/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-5  体育,http://101.71.255.229:6610/zjhs/2/10075/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-5+ 体育赛事,http://112.17.40.6:80/PLTV/88888888/224/3221226166/index.m3u8
IPTV-5+,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225923/10000100000000060000000000218863_0.smil
CCTV-6  电影,http://101.71.255.229:6610/zjhs/2/10065/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IPTV-6+,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225921/10000100000000060000000000218870_0.smil
IPTV-经典电影,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225919/10000100000000060000000000218875_0.smil
CCTV-7  国防军事,http://112.17.40.145/PLTV/88888888/224/3221226607/index.m3u8
CCTV-8  电视剧,http://101.71.255.229:6610/zjhs/2/10061/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
IPTV-谍战剧场,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225925/10000100000000060000000000218854_0.smil
IPTV-8+,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225924/10000100000000060000000000218860_0.smil
CCTV-9  纪录,http://112.17.40.145/PLTV/88888888/224/3221226609/index.m3u8
CCTV-10 科教,http://112.17.40.145/PLTV/88888888/224/3221226498/index.m3u8
CCTV-11 戏曲,http://101.71.255.229:6610/zjhs/2/10073/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-12 社会与法,http://112.17.40.145/PLTV/88888888/224/3221226520/index.m3u8
IPTV法治,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225931/10000100000000060000000000218839_0.smil
CCTV-13 新闻,http://101.71.255.229:6610/zjhs/2/10077/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-14 少儿,http://112.17.40.145/PLTV/88888888/224/3221226508/index.m3u8
CCTV-15 音乐,http://101.71.255.229:6610/zjhs/2/10080/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
CCTV-17 农业农村,http://ivi.bupt.edu.cn/hls/cctv17.m3u8
IPTV收视指南,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225916/10000100000000060000000000218880_0.smil
IPTV魅力时尚,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225927/10000100000000060000000000218867_0.smil
IPTV热播剧场,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225918/10000100000000060000000000218878_0.smil
IPTV少儿动画,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225920/10000100000000060000000000218874_0.smil
IPTV野外,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225930/10000100000000060000000000218841_0.smil

卫视,#genre#
山东卫视,http://101.71.255.229:6610/zjhs/2/10039/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
江苏卫视,http://101.71.255.229:6610/zjhs/2/10027/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东方卫视,http://101.71.255.229:6610/zjhs/2/10008/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
北京卫视,http://101.71.255.229:6610/zjhs/2/10004/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广东卫视,http://101.71.255.229:6610/zjhs/2/10012/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
深圳卫视,http://101.71.255.229:6610/zjhs/2/10044/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
浙江卫视,http://ivi.bupt.edu.cn/hls/zjtv.m3u8
湖南卫视,http://101.71.255.229:6610/zjhs/2/10023/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
湖北卫视,http://101.71.255.229:6610/zjhs/2/10021/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
辽宁卫视,http://101.71.255.229:6610/zjhs/2/10032/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
吉林卫视,http://101.71.255.229:6610/zjhs/2/10025/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
黑龙江卫视,http://101.71.255.229:6610/zjhs/2/10019/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
东南卫视,http://101.71.255.229:6610/zjhs/2/10010/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
广西卫视,http://101.71.255.229:6610/zjhs/2/10014/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
河南卫视,http://101.71.255.229:6610/zjhs/2/10018/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
四川卫视,http://101.71.255.229:6610/zjhs/2/10046/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
云南卫视,http://101.71.255.229:6610/zjhs/2/10054/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
中国教育,http://101.71.255.229:6610/zjhs/2/10060/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
陕西卫视,http://101.71.255.229:6610/zjhs/2/10042/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
海南卫视,http://101.71.255.229:6610/zjhs/2/10034/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
重庆卫视,http://101.71.255.229:6610/zjhs/2/10081/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
青海卫视,http://101.71.255.229:6610/zjhs/2/10038/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
甘肃卫视,http://101.71.255.229:6610/zjhs/2/10011/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
内蒙古卫视,http://101.71.255.229:6610/zjhs/2/10035/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
山西卫视,http://101.71.255.229:6610/zjhs/2/10041/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
宁夏卫视,http://101.71.255.229:6610/zjhs/2/10036/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
西藏卫视,http://101.71.255.229:6610/zjhs/2/10049/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
兵团卫视,http://101.71.255.229:6610/zjhs/2/10006/index.m3u8?virtualDomain=zjhs.live_hls.zte.com

香港,#genre#
凤凰资讯,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
凤凰中文,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
凤凰中文,vjms://58.215.133.154:8500:3502/live/cid=400
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
澳亚卫视,http://stream.mastvnet.com/MASTV/sd/live.m3u8
澳门卫视,http://stream.mastvnet.com/MSTV/SD/live.m3u8
CCTV日本大富,vjms://58.215.133.154:8500:3502/live/cid=170
CCTV景区直播,http://gctxyc.liveplay.myqcloud.com/gc/wgw05_1/index.m3u8?contentid=2820180516001
青岛五四广场,http://video11.qtv.com.cn/aqdafzx/manifest.m3u8
青岛奥帆中心,http://video11.qtv.com.cn/aqdwsgc/manifest.m3u8
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
星空体育,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
[V]音乐,rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
探索频道,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
国家地理,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
国家地理,rtmp://58.200.131.2:1935/livetv/natlgeo
探索频道,rtmp://58.200.131.2:1935/livetv/discovery
星空卫视,rtmp://58.200.131.2:1935/livetv/startv


日照,#genre#
日照综合1,http://stream.rzw.com.cn/xwzh/sd/live.m3u8
日照科教2,http://stream.rzw.com.cn/ggpd/sd/live.m3u8
日照公共3,http://stream.rzw.com.cn/kzpd/sd/live.m3u8
连云港综合1,http://live.lyg1.com/zhpd/sd/live.m3u8
连云港公共2,http://live.lyg1.com/ggpd/sd/live.m3u8
北京体育,http://112.17.40.145/PLTV/88888888/224/3221226746/index.m3u8
江苏体育,http://223.110.247.161:6610/gitv/live1/G_JSTY/G_JSTY
吉林篮球,http://223.110.247.161:6610/gitv/live1/G_KAOSHIZX/G_KAOSHIZX
杭州综合1,http://112.17.40.145/PLTV/88888888/224/3221226170/index.m3u8
浙江9国际,http://ali.m.l.cztv.com/channels/lantian/channel10/540p.m3u8
浙江2钱江,http://ali.m.l.cztv.com/channels/lantian/channel02/540p.m3u8
浙江3经济,http://ali.m.l.cztv.com/channels/lantian/channel03/540p.m3u8
浙江4科教,http://ali.m.l.cztv.com/channels/lantian/channel04/540p.m3u8
浙江5影视,http://ali.m.l.cztv.com/channels/lantian/channel05/540p.m3u8
浙江6台,http://ali.m.l.cztv.com/channels/lantian/channel06/540p.m3u8
浙江7公共,http://ali.m.l.cztv.com/channels/lantian/channel07/540p.m3u8
浙江8少儿,http://ali.m.l.cztv.com/channels/lantian/channel08/540p.m3u8
江苏影视,http://223.110.247.161:6610/gitv/live1/G_JSYS/G_JSYS
江苏教育,http://223.110.247.161:6610/gitv/live1/G_JSJY/G_JSJY
江苏城市,http://223.110.247.161:6610/gitv/live1/G_JSCS/G_JSCS
江苏公共,http://223.110.247.161:6610/gitv/live1/G_JSGG/G_JSGG
江苏综艺,http://223.110.247.161:6610/gitv/live1/G_JSZY/G_JSZY
京视剧场,http://223.110.247.161:6610/gitv/live1/G_JINGJU/G_JINGJU
北京卫视,http://ivi.bupt.edu.cn/hls/btv1.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
山东齐鲁,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225807/10000100000000060000000000215674_0.smil
山东影视,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225808/10000100000000060000000000215675_0.smil
山东综艺,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225810/10000100000000060000000000215680_0.smil
山东生活,rtsp://27.195.129.60:554/PLTV/88888888/224/3221225809/10000100000000060000000000215679_0.smil
